,Feeder Name,Feeder Head Node,Substation Name,Medium Voltage Length (miles),Three Phase Medium Voltage Length (miles),Three Phase Overhead Medium Voltage Length (miles),Two Phase Medium Voltage Length (miles),Two Phase Overhead Medium Voltage Length (miles),Single Phase Medium Voltage Length (miles),Single Phase Overhead Medium Voltage Length (miles),Overhead Percentage of Medium Voltage Line Miles,Ratio of Medium Voltage Lines to Number of Customers,Maximum Node Distance From Substation (miles),Nominal Voltage of Source (kV),Low Voltage Length (miles),Three Phase Low Voltage Length (miles),Three Phase Overhead Low Voltage Length (miles),Two Phase Low Voltage Length (miles),Two Phase Overhead Low Voltage Length (miles),Single Phase Low Voltage Length (miles),Single Phase Overhead Low Voltage Length (miles),Maximum Line Length From Transformer to Load (miles),Overhead Percentage of Low Voltage Line Miles,Ratio of Low Voltage Lines to Number of Customers,Number of Voltage Regulators,Number of Capacitors,Average Regulator Distance From Substation (miles),Average Capacitor Distance From Substation (miles),Number of Fuses,Number of Reclosers,Average Recloser Distance From Substation (miles),Number of Breakers,Number of Switches,Number of Lines Connected to Adjacent Feeder,Number of Closed Loops,Number of Transformers,Total Transformer Capacity (MVA),Number of Single Phase Transformers,Number of Three Phase Transformers,Ratio of Single Phase Transformers to Three Phase Transformers,Total Peak Planning Load (MW),Total Phase A Peak Planning Load (MW),Total Phase B Peak Planning Load (MW),Total Phase C Peak Planning Load (MW),Total Reactive Peak Planning Load (MVar),Percentage of Low Voltage Peak Planning Load on Phase A,Percentage of Low Voltage Peak Planning Load on Phase B,Percentage of Low Voltage Peak Planning Load on Phase C,Number of Single Phase Low Voltage Loads,Number of Three Phase Low Voltage Loads,Number of Medium Voltage Loads,Total Medium Voltage Peak Planning Load (MW),Average Number of Loads per Transformer,Average Peak Planning Load Power Factor,Average Peak Planning Load Imbalance by Phase,Total Number of Customers,Number of Customers per Square Mile of Feeder Convex Hull,Total Peak Planning Load (MW) per Square Mile of Feeder Convex Hull,Total Reactive Peak Planning Load (MVar) per Square Mile of Feeder Convex Hull,Total Transformer Capacity (MVA) per Square Mile of Feeder Convex Hull,Average Node Degree,Average Shortest Path Length,Diameter (Maximum Eccentricity),Number of PVs,Total PV Capacity (MW),Number of PVs with Volt-Var Control,Total Capacity of PVs with Volt-Var Control (MW),Number of PVs with Volt-Watt and Volt-Var Control,Total Capacity of PVs with Volt-Watt Volt-Var Control (MW),Number of Batteries,Total Capacity of Batteries (MW),Average Year of Building Construction,Average Land Value (USD per Square Foot),Percentage of Rural Customers,Percentage of Urban Customers,Percentage of Residential Customers,Percentage of Commercial Customers,Percentage of Industrial Customers,County,Line Configuration
30,p1uhs12_1247--p1udt8950,p1udt8950-p1uhs12_1247x,p1uhs12_1247,11.8228,5.9351,4.2267,0.0,0.0,5.8878,1.0239,21.2295,0.0152,2.7635,12.47,12.9099,0.4166,0.0,0.0,0.0,12.4933,1.7621,0.0693,7.1246,0.01663652265472933,0,0,,,27,0,,0,444,0,0,296,16.85,263,33,7.9697,6.537999999999999,2.1470072819999997,2.3033504760000003,2.0876422420000003,1.3454,32.8389,35.2302,31.9309,743,33,0,0.0,2.6216,0.9792,0.5178,776.0,33739216945.5282,284262673.1824,58497710.5045,732610574139.3688,1.9991,86.2508,256,0,0.0,0,0.0,0,0.0,0,0.0,1989.0,139.6376408894568,0.0,100.0,96.065,2.62336,1.31168,Travis,delta-wye
31,p1uhs12_1247--p1udt23867,p1udt23867-p1uhs12_1247x,p1uhs12_1247,23.6462,11.2501,7.5506,0.0,0.0,12.3961,5.0075,28.0992,0.0185,3.0192,12.47,21.0458,0.5567,0.0,0.0,0.0,20.4891,4.3724,0.0964,9.7835,0.01648067713169051,0,4,,1.636,60,0,,0,708,1,0,517,28.395,464,53,8.7547,14.3337,4.762472160900001,4.8137724732,4.7574696996000005,2.9642,33.2257,33.5836,33.1908,1214,60,3,3.3847,2.4653,0.9786,0.3772,1277.0,30341394243.7643,340568177.2832,70429920.7115,674662403720.9745,1.9995,80.0439,193,0,0.0,0,0.0,0,0.0,0,0.0,1993.0,733.0380723744754,0.0,100.0,94.6706,3.18283,2.14656,Travis,delta-wye
32,p1uhs16_1247--p1udt22164,p1udt22164-p1uhs16_1247x,p1uhs16_1247,16.141,9.5844,7.2888,0.0,0.0,6.5566,3.4957,44.5524,0.0301,4.2565,12.47,8.0654,0.1885,0.0,0.0,0.0,7.8768,1.4397,0.0722,5.9478,0.01501931730138099,0,2,,1.8916,27,0,,0,280,1,0,198,13.585,176,22,8.0,7.8229,2.8651840624,2.4198967715,2.5378191661000002,1.6024,36.6256,30.9335,32.4409,513,22,2,2.7905,2.6716,0.9789,0.2875,537.0,10900280594.0979,158793734.0496,32526479.3299,275754770709.1635,1.9987,56.6107,138,0,0.0,0,0.0,0,0.0,0,0.0,2001.0,337.71355831396306,0.0,100.0,95.5323,2.6616,1.80608,Travis,delta-wye
33,p1uhs16_1247--p1udt11006,p1udt11006-p1uhs16_1247x,p1uhs16_1247,25.4359,11.0975,8.0676,0.0,0.0,14.3384,7.7693,35.8616,0.0213,5.1917,12.47,18.7254,0.1278,0.0,0.0,0.0,18.5976,6.1973,0.0684,14.0332,0.01568288081335251,0,2,,3.4998,34,0,,0,575,3,1,454,21.285,447,7,63.8571,8.3837,2.8347553299,2.7733028089,2.7756334775,1.7244,33.8127,33.0797,33.1075,1187,7,0,0.0,2.6416,0.9793,0.6358,1194.0,24062480178.5583,168954962.1672,34752303.568,428953007203.1922,2.0,76.4877,203,0,0.0,0,0.0,0,0.0,0,0.0,2006.0,132.0351605805576,0.0,100.0,98.3144,0.548804,1.13681,Travis,delta-wye
34,p1uhs16_1247--p1udt16473,p1udt16473-p1uhs16_1247x,p1uhs16_1247,16.6787,4.3464,1.4945,0.0,0.0,12.3322,6.4722,25.3615,0.0161,3.7406,12.47,14.7339,0.1121,0.0,0.0,0.0,14.6218,2.4572,0.0625,7.8222,0.014208199868612974,0,2,,1.6489,33,0,,0,589,0,0,373,17.275,370,3,123.3333,6.8005,2.2693336505,2.2632948065000003,2.2678647425000005,1.3839,33.3701,33.2813,33.3485,1033,4,0,0.0,2.7802,0.9798,0.6573,1037.0,31107834071.6789,203999841.7935,41514852.3463,518213918600.0505,1.9993,90.6155,244,0,0.0,0,0.0,0,0.0,0,0.0,2005.0,127.09077322916599,0.0,100.0,99.0872,0.507099,0.40568,Travis,delta-wye
35,p1uhs0_1247--p1udt22170,p1udt22170-p1uhs0_1247x,p1uhs0_1247,7.8084,2.3278,0.8521,0.0,0.0,5.4806,0.9033,8.856,0.0101,2.2172,12.47,12.0127,0.0737,0.0,0.0,0.0,11.9389,0.8797,0.0614,4.4381,0.015480232858746647,0,0,,,24,0,,0,439,0,0,244,13.1,239,5,47.8,6.1817,2.0589140921999998,2.0634452783,2.0593344478,1.2583,33.3066,33.3799,33.3134,770,5,1,0.9022,3.1673,0.98,0.5413,776.0,42147126828.4941,335745950.7577,68339910.1427,711504331769.6841,1.9991,77.6209,199,0,0.0,0,0.0,0,0.0,0,0.0,1983.0,223.4724675921057,0.0,100.0,99.1132,0.818554,0.0682128,Travis,delta-wye
36,p1uhs0_1247--p1udt12703,p1udt12703-p1uhs0_1247x,p1uhs0_1247,25.1368,11.854000000000001,7.4117,0.0,0.0,13.2828,1.7775,17.1613,0.0134,6.9061,12.47,28.4092,0.4396,0.0,0.0,0.0,27.9696,2.1011,0.0823,3.924,0.015175843212949854,0,3,,3.5603,61,0,,0,1066,16,0,667,39.775,607,60,10.1167,16.4981,5.578486054900002,5.461168065800001,5.458445879299999,3.3605,33.8129,33.1018,33.0853,1819,52,1,1.3898,2.9114,0.9799,0.4732,1872.0,55048781116.7043,485149155.0009,98818855.4738,1169639566729.1155,1.9996,144.4691,392,0,0.0,0,0.0,0,0.0,0,0.0,1984.0,775.1381791644667,0.0,100.0,99.1192,0.7772020000000001,0.103627,Travis,delta-wye
37,p1uhs2_1247--p1udt9621,p1udt9621-p1uhs2_1247x,p1uhs2_1247,13.8972,7.0479,4.5803,0.0,0.0,6.8492,0.8698,17.4304,0.011000000000000001,2.0312,12.47,17.3707,0.8382,0.0,0.0,0.0,16.5325,0.8827,0.0696,2.8232,0.013775311179181602,0,3,,1.2589,33,0,,0,648,1,0,423,27.65,357,66,5.4091,10.8152,3.6082535456000007,3.6047710512,3.6021754032000017,2.332,33.3628,33.3306,33.3066,1180,81,0,0.0,2.9811,0.9794,0.462,1261.0,61528060411.0331,527707087.2726,113786675.1951,1349128366665.3926,1.9994,96.7319,220,0,0.0,0,0.0,0,0.0,0,0.0,1987.0,944.1107072476927,0.0,100.0,98.499,0.6004,0.9006,Travis,delta-wye
38,p1uhs6_1247--p1udt322,p1udt322-p1uhs6_1247x,p1uhs6_1247,25.3461,14.3888,9.7347,0.0,0.0,10.9573,3.5042,26.1414,0.0157,3.0209,12.47,25.2971,0.9625,0.0,0.0,0.0,24.3346,4.821000000000001,0.0872,9.5195,0.015625143135966257,0,4,,1.5582,64,0,,0,805,1,0,634,36.4,543,91,5.9670000000000005,14.574000000000002,4.83747495,4.82945925,4.907065800000002,3.0103,33.1925,33.1375,33.67,1517,102,0,0.0,2.5536,0.9798,0.4689,1619.0,44407212951.1938,399745956.8444,82568498.5915,998407999643.8828,1.9996,106.1479,274,0,0.0,0,0.0,0,0.0,0,0.0,1988.0,1532.6397722018976,0.0,100.0,98.959,0.753045,0.287929,Travis,delta-wye
39,p1uhs2_1247--p1udt18962,p1udt18962-p1uhs2_1247x,p1uhs2_1247,11.1334,6.9845,4.7724,0.0,0.0,4.1489,1.0784,28.1288,0.0163,2.7976,12.47,9.6667,0.7474,0.0,0.0,0.0,8.9193,1.5008,0.0675,7.2151,0.014111953787533863,0,1,,2.7279,30,0,,0,323,0,0,287,18.825,230,57,4.0351,8.4689,2.8908759528,2.8050267135,2.7729973337,1.7982,34.1352,33.1215,32.7433,612,72,1,1.3924,2.3785,0.9783,0.3538,685.0,25928777179.2939,320565266.0795,68064152.6376,712568219562.3488,1.9989,58.8398,148,0,0.0,0,0.0,0,0.0,0,0.0,1998.0,1088.5243874151492,0.0,100.0,91.5362,6.2029,2.26087,Travis,delta-wye
40,p1uhs6_1247--p1udt14764,p1udt14764-p1uhs6_1247x,p1uhs6_1247,10.4294,5.586,2.7252,0.0,0.0,4.8434,0.3643,14.110999999999999,0.0129,2.3364,12.47,11.4651,0.3876,0.0,0.0,0.0,11.0775,0.3526,0.1049,1.6106,0.014171905188060668,0,1,,1.6277,24,0,,0,456,0,0,263,17.4,234,29,8.068999999999999,8.0388,2.6977810860000004,2.6623380168,2.6786889360000004,1.6358,33.5595,33.1186,33.321999999999996,770,38,1,1.2436,3.0644,0.9798,0.4035,809.0,39299353913.8533,390505805.3649,79461108.5613,845251864154.5709,1.9991,69.7838,179,0,0.0,0,0.0,0,0.0,0,0.0,1992.0,291.90033956012144,0.0,100.0,98.0653,1.57195,0.362757,Travis,delta-wye
41,p1uhs2_1247--p1udt18369,p1udt18369-p1uhs2_1247x,p1uhs2_1247,17.804000000000002,13.4988,13.0832,0.0,0.0,4.3052,2.3992,57.5948,0.028999999999999998,2.5342,12.47,9.0777,1.5533,0.0,0.0,0.0,7.5244,3.3099,0.0752,12.312999999999999,0.014808674326306356,0,2,,1.7532,27,0,,0,173,1,0,321,26.65,200,121,1.6529,10.9553,3.6588730045999998,3.6482025424,3.6482354083,2.3907,33.3982,33.3008,33.3011,468,144,1,0.8233,1.9037,0.976,0.1943,613.0,17444802953.5277,311765881.6597,68033460.3645,758407828240.6393,1.9988,40.0686,122,0,0.0,0,0.0,0,0.0,0,0.0,1996.0,3610.1856945132613,0.0,100.0,93.2438,3.55591,3.20032,Travis,delta-wye
42,p1uhs2_1247--p1udt18580,p1udt18580-p1uhs2_1247x,p1uhs2_1247,2.3823,1.6837,1.1835,0.0,0.0,0.6986,0.0431,26.5317,0.0189,0.6702,12.47,2.2407,0.4216,0.0,0.0,0.0,1.819,0.1851,0.0617,4.0046,0.0177831121231473,0,0,,,4,0,,0,76,1,0,76,4.825,45,31,1.4516,1.8135,0.6133637835,0.6007128074999999,0.599423409,0.4347,33.8221,33.1245,33.0534,84,42,0,0.0,1.6579,0.9631,0.2285,126.0,16021084691.8698,230591449.5914,55271359.6645,613505822525.9655,1.9952,23.5787,69,0,0.0,0,0.0,0,0.0,0,0.0,1985.0,1795.5449238864664,0.0,100.0,86.6779,1.34907,11.973,Travis,delta-wye
43,p1uhs9_1247--p1udt387,p1udt387-p1uhs9_1247x,p1uhs9_1247,8.4217,4.41,2.5087,0.0,0.0,4.0117,1.2814,22.951999999999998,0.0113,3.3499,12.47,8.0913,0.0456,0.0,0.0,0.0,8.0457,0.9603,0.0735,5.8154,0.010817289372466005,0,1,,2.7560000000000002,18,0,,0,288,0,0,170,9.725,168,2,84.0,4.0848,1.3573504464,1.3795104863999998,1.3479390672000002,0.8296,33.2293,33.7718,32.9989,746,2,0,0.0,4.4,0.98,0.6559,748.0,24664614893.3294,134691904.0719,27354237.8341,320672967697.3652,1.9989,70.9111,177,0,0.0,0,0.0,0,0.0,0,0.0,1998.0,37.75550172820041,0.0,100.0,99.422,0.462428,0.115607,Travis,delta-wye
44,p1uhs9_1247--p1udt20362,p1udt20362-p1uhs9_1247x,p1uhs9_1247,3.3998,2.476,2.3028,0.0,0.0,0.9238,0.0,42.2344,0.0217,2.6871,12.47,2.0526,0.0739,0.0,0.0,0.0,1.9787,0.0,0.0416,0.0,0.01307401482355624,0,0,,,4,0,,0,90,0,0,47,2.325,45,2,22.5,2.5834,0.8572702891999999,0.8483394754000001,0.8777902354000001,0.7244,33.1838,32.8381,33.9781,154,2,1,1.5912,3.2708,0.9798,0.2377,157.0,6444095868.4306,106034515.0208,29734746.744000003,95430082128.0321,1.9951,32.2533,79,0,0.0,0,0.0,0,0.0,0,0.0,1997.0,82.82942688271694,0.0,100.0,98.7288,0.847458,0.423729,Travis,delta-wye
45,p1uhs15_1247--p1udt17622,p1udt17622-p1uhs15_1247x,p1uhs15_1247,15.833,9.7613,7.4349,0.0,0.0,6.0716,1.8702,30.26,0.0148,2.2372,12.47,14.9174,0.6272,0.0,0.0,0.0,14.2902,3.1689,0.0799,10.3052,0.013902496033571864,0,2,,1.28,39,0,,0,486,1,0,383,33.725,325,58,5.6034,12.7964,4.292488398,4.2485967460000005,4.255314856,3.1756,33.5445,33.2015,33.254,1008,65,0,0.0,2.8016,0.9785,0.3464,1073.0,44553277159.3456,531335680.5632,131859174.8861,1400334829635.536,1.9993,70.7094,198,0,0.0,0,0.0,0,0.0,0,0.0,1980.0,346.71504247831115,0.0,100.0,96.3146,1.21348,2.47191,Travis,delta-wye
46,p1uhs15_1247--p1udt9658,p1udt9658-p1uhs15_1247x,p1uhs15_1247,18.6508,11.2734,10.5754,0.0,0.0,7.3773,2.2511,38.2709,0.0176,2.6777,12.47,14.8642,1.2475,0.0,0.0,0.0,13.6167,4.2311,0.0797,12.6245,0.013996408320764831,0,3,,1.482,38,0,,0,425,1,0,493,33.45,351,142,2.4718,13.0999,4.3036577474,4.4918771106,4.304365142,2.7914,32.8526,34.2894,32.858000000000004,907,155,0,0.0,2.1542,0.9796,0.3369,1062.0,43733377311.4907,539456032.6158,114951825.4088,1377477844698.078,1.9993,51.8712,165,0,0.0,0,0.0,0,0.0,0,0.0,1987.0,2856.0389881668793,0.0,100.0,99.0972,0.593965,0.308862,Travis,delta-wye
47,p1uhs11_1247--p1udt25287,p1udt25287-p1uhs11_1247x,p1uhs11_1247,11.5014,10.7542,9.0357,0.0,0.0,0.7473,0.7429,73.0839,0.1027,2.7986,12.47,1.8786,0.6315,0.0,0.0,0.0,1.247,0.3597,0.0782,2.6883,0.01677277924978001,0,2,,2.0585,7,0,,0,57,2,0,89,16.1,32,57,0.5614,7.9867,2.6582293344,2.6580376536,2.6704250253,2.1011,33.2832,33.2808,33.4359,50,60,2,2.2167,1.2444,0.9604,0.0275,112.0,5032973564.6387,358899423.8713,94417974.0444,723489949916.8114,1.9948,22.46,52,0,0.0,0,0.0,0,0.0,0,0.0,2005.0,35180.7413922309,0.0,100.0,82.2076,5.76606,12.0264,Travis,delta-wye
48,p1uhs11_1247--p1udt22445,p1udt22445-p1uhs11_1247x,p1uhs11_1247,7.3069,6.9972,5.0602,0.0,0.0,0.3098,0.3079,55.3676,0.0609,1.462,12.47,2.3884,1.2121,0.0,0.0,0.0,1.1763,0.5653,0.1024,5.8301,0.01990329678239284,0,0,,,3,0,,0,71,3,0,92,15.225,36,56,0.6429,7.5444,2.5104443664,2.5165326972,2.5174229364,2.4005,33.2756,33.3563,33.3681,50,68,2,1.9911,1.2903,0.9553,0.0407,120.0,5704117298.1571,358615716.9172,114106801.7106,723709882203.6798,1.9951,23.1965,68,0,0.0,0,0.0,0,0.0,0,0.0,1977.0,2121.36185156993,0.0,100.0,0.0,17.5,82.5,Travis,delta-wye
49,p1uhs4_1247--p1udt7282,p1udt7282-p1uhs4_1247x,p1uhs4_1247,7.2224,4.7865,3.6922,0.0,0.0,2.4359,0.9683,33.7366,0.018000000000000002,1.6119,12.47,6.5921,0.9645,0.0,0.0,0.0,5.6276,1.629,0.0757,11.7922,0.016398287356682594,0,2,,1.0856,19,0,,0,210,0,0,186,19.875,138,48,2.875,9.1954,3.0269141858,3.011171661,3.1573141532,2.5683,32.9177,32.7465,34.3358,344,57,1,1.6880000000000002,2.1497,0.9732,0.1982,402.0,22316918857.9079,510480840.6128,142576416.3081,1103355130101.7886,1.9983,47.3946,120,0,0.0,0,0.0,0,0.0,0,0.0,1978.0,203.3379905133392,0.0,100.0,90.3863,1.43756,8.1761,Travis,delta-wye
50,p1uhs15_1247--p1udt2795,p1udt2795-p1uhs15_1247x,p1uhs15_1247,8.381,2.3205,1.1482,0.0,0.0,6.0605,1.5271,13.8556,0.0119,1.3818,12.47,10.9273,0.0364,0.0,0.0,0.0,10.890999999999998,1.8142,0.0789,9.396,0.015455902600741547,0,0,,,25,0,,0,376,0,0,246,12.075,240,6,40.0,4.7799,1.5913529874,1.5656323455,1.6229146671,0.9946,33.2926,32.7545,33.9529,701,6,0,0.0,2.8739999999999997,0.9794,0.6158,707.0,47482649264.6466,321024880.2705,66797553.877,810966039420.9463,1.999,62.4658,174,0,0.0,0,0.0,0,0.0,0,0.0,1979.0,146.37409183022916,0.0,100.0,98.8133,0.158228,1.0284799999999998,Travis,delta-wye
51,p1uhs4_1247--p1udt21090,p1udt21090-p1uhs4_1247x,p1uhs4_1247,18.7953,10.5218,7.9017,0.0,0.0,8.2735,3.7251,30.701,0.0137,2.2036,12.47,19.0756,1.3769999999999998,0.0,0.0,0.0,17.6986,6.132000000000001,0.07,16.1919,0.013923798997612305,0,1,,1.5041,73,0,,0,538,1,0,581,34.9,492,89,5.5281,14.365,4.788386005,4.789449015,4.787164980000001,2.9422,33.3337,33.3411,33.3252,1252,117,1,0.9898,2.354,0.9797,0.4601,1370.0,64182318080.9797,672978840.2601,137836155.1188,1635009416807.433,1.9995,77.36,216,0,0.0,0,0.0,0,0.0,0,0.0,1975.0,814.0511414603856,0.0,100.0,98.3561,1.32365,0.320239,Travis,delta-wye
52,p1uhs7_1247--p1udt14301,p1udt14301-p1uhs7_1247x,p1uhs7_1247,12.3671,7.2026,4.3104,0.0,0.0,5.1645,0.9229999999999999,19.5028,0.0137,2.0053,12.47,14.467,1.499,0.0,0.0,0.0,12.968,1.4428,0.0817,5.3767,0.016038811333073427,0,1,,1.2637,35,0,,0,521,0,0,379,24.875,286,93,3.0753,9.7703,3.2264266283999996,3.2302565860000003,3.3136070152999997,2.0955,33.0228,33.062,33.9151,793,109,0,0.0,2.3799,0.9768,0.3792,902.0,41304699709.5945,447405802.9337,95957165.1872,1139084706514.5923,1.9992,98.1845,253,0,0.0,0,0.0,0,0.0,0,0.0,1978.0,597.718277795753,0.0,100.0,93.4146,2.72358,3.86179,Travis,delta-wye
53,p1uhs7_1247--p1udt1702,p1udt1702-p1uhs7_1247x,p1uhs7_1247,18.3047,8.8089,5.5778,0.0,0.0,9.4959,1.7434,19.3311,0.0153,1.899,12.47,19.5678,1.0986,0.0,0.0,0.0,18.4692,3.4517,0.0818,9.113999999999999,0.016388431388655277,0,2,,0.9832,58,0,,0,788,2,0,553,28.575,478,75,6.3733,12.9936,4.4016079872,4.3349768064,4.2570282000000015,2.7785,33.8752,33.3624,32.7625,1111,81,2,1.915,2.1552,0.9776,0.3953,1194.0,43968713152.434,478487035.39699996,102318408.1912,1052266313509.8763,1.9995,93.9048,260,0,0.0,0,0.0,0,0.0,0,0.0,1973.0,364.5525182447844,0.0,100.0,91.8559,4.385280000000002,3.75881,Travis,delta-wye
54,p1uhs9_1247--p1udt21523,p1udt21523-p1uhs9_1247x,p1uhs9_1247,16.6558,8.474,7.2086,0.0,0.0,8.1818,2.653,30.5298,0.015,3.6966,12.47,15.6458,0.3651,0.0,0.0,0.0,15.2807,2.8510000000000004,0.0744,8.8263,0.014095358332590343,0,4,,1.5888,29,0,,0,493,1,0,346,20.925,318,28,11.3571,8.4482,2.7496947914,2.9447299366000004,2.7537668238,1.7951,32.5477,34.8563,32.5959,1074,36,0,0.0,3.2081,0.9795,0.5199,1110.0,24993071670.3053,190221013.11,40419429.7738,471153175406.4315,1.9993,61.6277,165,0,0.0,0,0.0,0,0.0,0,0.0,1997.0,275.7019725524762,0.0,100.0,98.1914,0.970446,0.8381120000000001,Travis,delta-wye
55,p1uhs9_1247--p1udt22325,p1udt22325-p1uhs9_1247x,p1uhs9_1247,9.552,3.0317,2.6046,0.0,0.0,6.5203,3.5183,35.7529,0.0182,2.8031,12.47,7.5736,0.1448,0.0,0.0,0.0,7.4289,1.1852,0.0701,6.9204,0.014425952768153434,0,1,,1.092,16,0,,0,243,5,1,188,10.65,168,20,8.4,4.2899,1.4084814175000002,1.5053516493999999,1.376071223,0.8722,32.8325,35.0906,32.077,503,22,0,0.0,2.7926,0.9799,0.5056,525.0,22532146144.4467,184114795.7512,37431885.4523,457080678930.2052,2.0,43.6097,113,0,0.0,0,0.0,0,0.0,0,0.0,1990.0,179.84608102620984,0.0,100.0,96.0946,3.6999,0.20555,Travis,delta-wye
56,p1uhs9_1247--p1udt20692,p1udt20692-p1uhs9_1247x,p1uhs9_1247,1.6178,0.6015,0.5778,0.0,0.0,1.0164,0.0,15.5239,0.0103,1.073,12.47,2.104,0.0,0.0,0.0,0.0,2.104,0.0,0.0548,0.0,0.013401568725628796,0,0,,,2,0,,0,87,0,0,44,2.175,44,0,0.0,0.9236,0.42051046200000003,0.0226799216,0.4804096164,0.1876,45.5295,2.4556,52.0149,157,0,0,0.0,3.5682,0.98,0.6667,157.0,15376929871.1204,90462310.9506,18370647.926,213024346940.6802,1.9949,42.2942,120,0,0.0,0,0.0,0,0.0,0,0.0,1987.0,86.37026336849489,0.0,100.0,100.0,0.0,0.0,Travis,delta-wye
57,p1uhs22_1247--p1udt24311,p1udt24311-p1uhs22_1247x,p1uhs22_1247,9.6431,5.5106,3.5364,0.0,0.0,4.1325,0.1967,19.8795,0.018000000000000002,2.2719,12.47,9.1356,0.5601,0.0,0.0,0.0,8.5755,0.7118,0.0793,3.7904,0.01704401080972775,0,1,,1.8053,13,0,,0,327,0,0,229,14.225,188,41,4.5854,5.4546,1.7250172499999998,1.7619285282,1.9676542218000004,1.1278,31.625,32.3017,36.0733,491,45,0,0.0,2.3406,0.9790000000000001,0.39799999999999996,536.0,26974898138.4896,274509563.6471,56757587.7358,715891653022.4158,1.9988,64.7141,176,0,0.0,0,0.0,0,0.0,0,0.0,1970.0,368.40049417433664,0.0,100.0,95.5752,2.97667,1.44811,Travis,delta-wye
58,p1uhs9_1247--p1udt21819,p1udt21819-p1uhs9_1247x,p1uhs9_1247,8.2537,3.0155,1.3227,0.0,0.0,5.2382,1.6498,13.6028,0.0084,2.1066,12.47,13.597999999999999,0.0432,0.0,0.0,0.0,13.5548,2.6628,0.0617,12.1859,0.013861391154838096,0,2,,1.6961,24,0,,0,367,0,0,260,13.675,258,2,129.0,5.9493,1.9295781141,2.0325961929000003,1.987125693,1.208,32.4337,34.1653,33.400999999999996,979,2,0,0.0,3.7731,0.98,0.6355,981.0,55219266191.2584,334880877.1961,67998131.5052,769748690280.7959,1.9991,78.6053,186,0,0.0,0,0.0,0,0.0,0,0.0,1984.0,95.87674135061935,0.0,100.0,99.772,0.227964,0.0,Travis,delta-wye
59,p1uhs13_1247--p1udt3522,p1udt3522-p1uhs13_1247x,p1uhs13_1247,7.8454,4.2162,1.9244,0.0,0.0,3.6292,1.3687,22.5022,0.0155,2.5451,12.47,6.7889,0.4492,0.0,0.0,0.0,6.3397,1.2401,0.0617,8.4737,0.01344338533244614,0,3,,1.7257,26,0,,0,347,0,0,213,13.4,172,41,4.1951,6.1952,2.0415104512,2.166647296,1.9870484480000001,1.27,32.9531,34.973,32.074,456,48,1,0.9795,2.3598,0.9794,0.3994,505.0,30606352053.9391,375469710.8513,76970010.8504,812128945589.6715,1.9987,75.9434,189,0,0.0,0,0.0,0,0.0,0,0.0,1990.0,6519.467938628438,0.0,100.0,37.987,60.2273,1.78571,Travis,delta-wye
60,p1uhs22_1247--p1udt6863,p1udt6863-p1uhs22_1247x,p1uhs22_1247,13.0228,5.3148,2.0619,0.0,0.0,7.707999999999999,1.683,13.8092,0.0147,2.4102,12.47,14.0964,0.397,0.0,0.0,0.0,13.6994,1.9632,0.1066,7.2391,0.015892192892212716,0,1,,1.4958,40,0,,0,580,0,0,357,19.55,332,25,13.28,7.6194,2.5645681296,2.5838680698000003,2.4709638006000003,1.6012,33.6584,33.9117,32.4299,855,32,0,0.0,2.4846,0.9796,0.5305,887.0,35682128122.2861,306510920.7285,64413541.9421,786455022311.9409,1.9992,83.0644,186,0,0.0,0,0.0,0,0.0,0,0.0,1987.0,191.7681535310807,0.0,100.0,98.4021,1.10963,0.488238,Travis,delta-wye
61,p1uhs23_1247--p1udt25139,p1udt25139-p1uhs23_1247x,p1uhs23_1247,21.8633,7.4788,6.9396,0.0,0.0,14.3845,10.3138,45.7871,0.0216,5.6488,12.47,15.8184,0.0053,0.0,0.0,0.0,15.8131,7.3611,0.0755,19.535,0.015600024367386256,0,3,,2.622,33,0,,0,337,0,0,342,15.835,341,1,341.0,6.2075,2.0704185125,2.05619713,2.08087815,1.2698,33.3535,33.1244,33.522,1013,1,0,0.0,2.9649,0.9792,0.6636,1014.0,20625463999.5682,126265107.4703,25829252.9625,322094893918.3071,1.9992,61.073,145,0,0.0,0,0.0,0,0.0,0,0.0,2002.0,113.2470914929567,0.0,100.0,97.8996,0.466744,1.63361,Travis,delta-wye
62,p1uhs18_1247--p1udt6910,p1udt6910-p1uhs18_1247x,p1uhs18_1247,11.3228,2.9176,0.9823,0.0,0.0,8.4052,1.4638,8.7256,0.0092,2.6507,12.47,16.7117,0.0096,0.0,0.0,0.0,16.7021,1.1349,0.0973,4.0482,0.013542737539667593,0,2,,1.9963,33,0,,0,553,0,0,315,16.775,314,1,314.0,7.0394,2.2890932102000003,2.3128159882,2.4374908016,1.4293,32.5183,32.8553,34.6264,1233,1,0,0.0,3.9175,0.98,0.6612,1234.0,62340319677.7627,355620722.0866,72208085.4361,847454507775.0984,1.9994,84.9589,228,0,0.0,0,0.0,0,0.0,0,0.0,1999.0,67.78306581084577,0.0,100.0,99.826,0.174014,0.0,Travis,delta-wye
